id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
P11103	49	139	1013	0	92.10%	99%
Q64737	50	1	1010	1	100	100%
Q14289	51	45	1009	1	100	100%
Q13523	52	15	1007	1	100	100%
P29322	53	61	1005	1	100	100%
Q7L7X3	54	37	1001	1	100	100%
P04191	55	12	1001	1	100	100%
Q12866	56	80	999	1	100	100%
Q15375	57	27	998	1	100	100%
P54753	58	15	998	1	100	100%
P36888	59	611	993	1	100	100%
P54760	60	47	987	1	100	100%
P54764	61	49	986	1	100	100%
P54762	62	61	984	1	100	100%
Q16513	63	38	984	1	100	100%
P08235	64	7	984	1	100	100%
P29320	65	60	983	1	100	100%
Q8TD19	66	16	979	1	100	100%
Q63273	67	12	979	1	100	100%
O75460	68	21	977	1	100	100%
P29317	69	53	976	1	100	100%
P21709	70	50	976	1	100	100%
P10721	71	537	976	1	100	100%
P07333	72	128	972	1	100	100%
O00444	73	76	970	1	100	100%
O94804	74	92	968	1	100	100%
O43283	75	24	966	1	100	100%
Q2M2I8	76	74	961	1	100	100%
Q9UBS5	77	1	961	1	100	100%
Q02779	78	26	954	1	100	100%
Q9Y239	79	1	953	1	100	100%
P10253	80	2	952	1	100	100%
Q8WUI4	81	21	952	1	100	100%
P22756	82	27	949	1	100	100%
P42260	82	27	908	0	75.55%	95%
Q58F21	83	17	947	1	100	100%
Q99558	84	1	947	1	100	100%
Q16512	85	42	942	1	100	100%
Q05586	86	2	938	1	100	100%
P35439	86	2	938	0	99.25%	100%
P06401	87	12	933	1	100	100%
Q6XUX3	88	19	929	1	100	100%
Q01062	89	1	928	1	100	100%
Q9H0K1	90	59	926	1	100	100%
O14936	91	12	926	1	100	100%
O95398	92	4	923	1	100	100%
P10275	93	23	920	1	100	100%
P15207	93	23	902	0	83.15%	98%
Q969R2	94	2	916	1	100	100%
Q08345	95	113	913	1	100	100%
Q63474	95	113	910	0	94.07%	99%
Q15139	96	34	912	1	100	100%
O00222	97	1	908	1	100	100%
Q9H2K8	98	39	898	1	100	100%
Q6V1X1	99	4	898	1	100	100%
P30530	100	83	894	1	100	100%
Q8IVH8	101	63	894	1	100	100%
O94806	102	43	890	1	100	100%
Q06418	103	46	890	1	100	100%
Q8NEB9	104	14	887	1	100	100%
P42262	105	5	883	1	100	100%
P19491	105	5	883	0	99.55%	100%
Q9BZL6	106	34	878	1	100	100%
O76074	107	6	875	1	100	100%
P0AES4	108	7	875	1	100	100%
Q14416	109	45	872	1	100	100%
Q99814	110	54	870	1	100	100%
O15146	111	43	869	1	100	100%
P29376	112	47	864	1	100	100%
P07813	113	10	860	1	100	100%
Q12852	114	102	859	1	100	100%
P45974	115	8	858	1	100	100%
P33981	116	69	857	1	100	100%
P04578	117	27	856	1	100	100%
P35961	117	27	843	0	85.88%	98%
Q16832	118	94	855	1	100	100%
O60341	119	88	852	1	100	100%
P30561	120	10	848	1	100	100%
P35869	121	1	848	1	100	100%
Q16584	122	48	847	1	100	100%
P42226	123	3	847	1	100	100%
P15498	124	1	845	1	100	100%
P51957	125	5	841	1	100	100%
Q16288	126	59	839	1	100	100%
Q8NER1	127	6	839	1	100	100%
O35433	127	6	838	0	86.04%	99%
O00206	128	1	839	1	100	100%
Q99062	129	2	836	1	100	100%
Q59H18	130	55	835	1	100	100%
Q92918	131	63	833	1	100	100%
P57078	132	20	832	1	100	100%
Q92831	133	12	832	1	100	100%
Q16620	134	63	822	1	100	100%
P11362	135	91	822	1	100	100%
P16591	136	44	822	1	100	100%
P07332	137	31	822	1	100	100%
P21802	138	78	821	1	100	100%
Q12851	139	44	820	1	100	100%
Q32MK0	140	25	819	1	100	100%
Q13164	141	38	816	1	100	100%
Q9UBF8	142	29	816	1	100	100%
P00747	143	7	810	1	100	100%
Q08499	144	3	809	1	100	100%
P22607	145	113	806	1	100	100%
P41148	146	98	804	1	100	100%
Q29092	146	98	804	0	98.38%	100%
P14625	146	98	803	0	98.01%	99%
P0AES6	147	6	804	1	100	100%
O75582	148	57	802	1	100	100%
P22455	149	48	802	1	100	100%
P25440	150	64	801	1	100	100%
Q9NYL2	151	54	800	1	100	100%
Q8TF76	152	1	798	1	100	100%
P04629	153	120	796	1	100	100%
Q9P0L2	154	35	795	1	100	100%
Q9QYJ6	155	20	794	1	100	100%
Q9Y233	155	20	779	0	94.22%	98%
P42229	156	2	794	1	100	100%
P51692	156	2	787	0	93.14%	99%
P23921	157	5	792	1	100	100%
Q7KZI7	158	40	788	1	100	100%
P05106	159	1	788	1	100	100%
Q99835	160	1	787	1	100	100%
Q9UQ88	161	26	783	1	100	100%
P57059	162	51	783	1	100	100%
P06537	163	8	783	1	100	100%
P04150	163	8	777	0	90.09%	99%
P35222	164	1	781	1	100	100%
Q96JM7	165	5	780	1	100	100%
Q8TDC3	166	24	778	1	100	100%
P15379	167	6	778	1	100	100%
O75676	168	62	772	1	100	100%
Q86UE8	169	22	772	1	100	100%
P05067	170	13	770	1	100	100%
P40763	171	39	770	1	100	100%
P42227	171	39	770	0	99.87%	100%
P15056	172	362	766	1	100	100%
Q8N568	173	21	766	1	100	100%
Q9UKI8	174	21	766	1	100	100%
P27487	175	23	766	1	100	100%
Q8NFD2	176	41	765	1	100	100%
Q9NRH2	177	5	765	1	100	100%
P11387	178	4	765	1	100	100%
Q13627	179	35	763	1	100	100%
Q13237	180	20	762	1	100	100%
P03428	181	24	759	1	100	100%
P10636	182	6	758	1	100	100%
O14920	183	13	756	1	100	100%
Q96L34	184	30	752	1	100	100%
Q04609	185	7	750	1	100	100%
P42224	186	4	750	1	100	100%
P47712	187	1	749	1	100	100%
Q96EB6	188	3	747	1	100	100%
Q15910	189	2	746	1	100	100%
P05164	190	4	745	1	100	100%
O15111	191	18	745	1	100	100%
Q9UK32	192	93	745	1	100	100%
P51812	192	93	740	0	77.57%	99%
P16070	193	6	742	1	100	100%
Q05823	194	2	741	1	100	100%
O15075	195	32	740	1	100	100%
Q02156	196	37	737	1	100	100%
Q9NY33	197	1	737	1	100	100%
Q8IWQ3	198	26	736	1	100	100%
Q07343	199	2	736	1	100	100%
Q15418	200	123	735	1	100	100%
Q15349	200	123	733	0	78.31%	99%
P07900	201	307	732	1	100	100%
P08238	201	307	724	0	86.74%	98%
P70605	202	36	732	1	100	100%
Q9UHD2	203	31	729	1	100	100%
P14210	204	1	728	1	100	100%
Q15059	205	50	726	1	100	100%
P9WH75	206	2	725	1	100	100%
P27986	207	3	724	1	100	100%
Q16659	208	21	721	1	100	100%
Q9P286	209	28	719	1	100	100%
Q14164	210	39	716	1	100	100%
P03433	211	5	716	1	100	100%
P57058	212	19	714	1	100	100%
P51617	213	39	712	1	100	100%
P51574	214	3	710	1	100	100%
Q9JIP7	214	3	709	0	93.37%	99%
P46059	214	3	708	0	83.76%	99%
P02829	215	2	709	1	100	100%
Q6P3R8	216	23	708	1	100	100%
P14780	217	2	707	1	100	100%
Q04759	218	41	706	1	100	100%
P48067	219	4	706	1	100	100%
P28572	219	4	638	0	94.20%	90%
P41182	220	33	706	1	100	100%
Q12931	221	3	704	1	100	100%
P05129	222	7	697	1	100	100%
O14640	223	23	695	1	100	100%
P51141	223	23	695	0	94.96%	100%
Q9NVM4	224	1	692	1	100	100%
Q00194	225	14	690	1	100	100%
P25098	226	8	689	1	100	100%
P78362	227	29	688	1	100	100%
Q9NYY3	228	17	685	1	100	100%
Q61091	229	1	685	1	100	100%
P24723	230	26	683	1	100	100%
Q9NQU5	231	24	681	1	100	100%
Q04451	232	1	680	1	100	100%
Q05655	233	57	676	1	100	100%
P28867	233	57	674	0	90.65%	99%
Q05320	234	8	676	1	100	100%
P51813	235	44	675	1	100	100%
Q9UBU7	236	3	674	1	100	100%
O43524	237	1	673	1	100	100%
P17252	238	29	672	1	100	100%
Q4VA93	238	29	672	0	99.40%	100%
P05771	238	29	671	0	79.58%	99%
Q13546	239	39	671	1	100	100%
Q13976	240	17	671	1	100	100%
O94925	241	7	669	1	100	100%
O60331	242	13	668	1	100	100%
Q9AIU7	243	3	667	1	100	100%
P15884	244	1	667	1	100	100%
Q13470	245	55	666	1	100	100%
Q13554	246	27	666	1	100	100%
P16050	247	2	662	1	100	100%
O60285	248	37	661	1	100	100%
P08253	249	1	660	1	100	100%
Q06187	250	48	659	1	100	100%
Q96SB4	251	39	655	1	100	100%
P11021	252	14	654	1	100	100%
Q96IV0	253	1	654	1	100	100%
Q14680	254	44	651	1	100	100%
Q9NPI1	255	19	651	1	100	100%
P19120	256	52	650	1	100	100%
P11142	256	52	646	0	100.00%	99%
P04049	257	200	648	1	100	100%
Q9C098	258	49	648	1	100	100%
Q8NI60	259	25	647	1	100	100%
P53667	260	30	647	1	100	100%
Q9H4B4	261	21	646	1	100	100%
P30291	262	42	646	1	100	100%
Q8NG66	263	8	645	1	100	100%
P49761	264	35	638	1	100	100%
P53671	265	24	638	1	100	100%
P9WNS3	266	1	638	1	100	100%
O14744	267	4	637	1	100	100%
P43405	268	59	635	1	100	100%
O42275	269	13	633	1	100	100%
Q9UPZ9	270	21	632	1	100	100%
P42680	271	35	631	1	100	100%
P31652	272	31	630	1	100	100%
P31645	272	31	630	0	91.75%	100%
P09483	273	5	630	1	100	100%
P43681	273	5	627	0	84.21%	99%
Q9BQI3	274	6	630	1	100	100%
Q9Y463	275	48	629	1	100	100%
Q09013	276	42	629	1	100	100%
Q9RUB5	277	1	629	1	100	100%
Q9H093	278	59	628	1	100	100%
Q07071	279	32	627	1	100	100%
Q14397	279	32	625	0	88.64%	99%
Q91X44	279	32	587	0	83.48%	93%
Q15569	280	31	626	1	100	100%
Q99759	281	33	626	1	100	100%
P9WI81	282	18	626	1	100	100%
P20916	283	1	626	1	100	100%
O43187	284	1	625	1	100	100%
P03951	285	4	625	1	100	100%
Q14145	286	31	624	1	100	100%
Q9Z2X8	286	31	624	0	94.07%	100%
P20794	287	10	623	1	100	100%
P29401	288	39	623	1	100	100%
P00734	289	51	622	1	100	100%
Q08881	290	41	620	1	100	100%
Q01959	291	31	620	1	100	100%
P23977	291	31	619	0	93.38%	99%
P43403	292	17	619	1	100	100%
Q9Y2U5	293	36	619	1	100	100%
Q13490	294	3	618	1	100	100%
P23975	295	22	617	1	100	100%
Q8NE63	296	43	616	1	100	100%
P27694	297	94	616	1	100	100%
O00255	298	10	615	1	100	100%
P22303	299	121	614	1	100	100%
P21836	299	121	614	0	88.44%	100%
P37136	299	121	614	0	88.60%	100%
P20393	300	1	614	1	100	100%
P22460	301	2	613	1	100	100%
P09960	302	16	611	1	100	100%
P02768	303	98	609	1	100	100%
P02769	303	98	607	0	76.61%	99%
Q8CFK4	304	8	608	1	100	100%
P02770	305	22	608	1	100	100%
Q86X55	306	1	608	1	100	100%
Q9NUW8	307	10	608	1	100	100%
O43318	308	51	606	1	100	100%
Q16236	309	21	605	1	100	100%
P35354	310	15	604	1	100	100%
Q13489	311	3	604	1	100	100%
P53350	312	37	603	1	100	100%
P06276	313	9	602	1	100	100%
Q92630	314	27	601	1	100	100%
P05979	315	8	600	1	100	100%
P23219	315	8	599	0	91.32%	99%
P06211	316	24	600	1	100	100%
P03372	316	24	595	0	88.74%	99%
P23978	317	3	599	1	100	100%
P30531	317	3	599	0	98.00%	100%
Q9Y232	318	4	598	1	100	100%
P22736	319	8	598	1	100	100%
P43354	320	2	598	1	100	100%
Q9H8M2	321	36	597	1	100	100%
Q06124	322	1	597	1	100	100%
Q15046	323	1	597	1	100	100%
Q9H1R3	324	50	596	1	100	100%
Q9Y616	325	44	596	1	100	100%
P41743	326	5	596	1	100	100%
Q99572	327	35	595	1	100	100%
Q64663	327	35	595	0	80.34%	100%
Q8IVW4	328	10	592	1	100	100%
O96013	329	34	591	1	100	100%
P20309	330	132	590	1	100	100%
P08483	330	132	589	0	91.85%	99%
Q96RR4	331	52	588	1	100	100%
P31152	332	15	587	1	100	100%
P04058	333	3	586	1	100	100%
P15311	334	11	586	1	100	100%
Q9UGN5	335	72	583	1	100	100%
O88554	335	72	559	0	82.83%	95%
P29353	336	1	583	1	100	100%
Q9H2S1	337	1	579	1	100	100%
O00519	338	2	579	1	100	100%
P97612	338	2	579	0	82.73%	100%
P32298	339	27	578	1	100	100%
P22001	340	35	575	1	100	100%
P16390	340	35	528	0	96.59%	91%
P16389	340	35	499	0	77.15%	86%
P12928	341	1	574	1	100	100%
O00311	342	2	574	1	100	100%
Q10471	343	9	571	1	100	100%
Q9BRS2	344	45	568	1	100	100%
P37173	345	30	567	1	100	100%
Q9UPE1	346	27	567	1	100	100%
P0C1S8	347	18	567	1	100	100%
P54829	348	5	565	1	100	100%
P71716	349	1	565	1	100	100%
P03452	350	2	565	1	100	100%
Q15835	351	22	563	1	100	100%
Q99755	352	40	562	1	100	100%
P23944	353	81	561	1	100	100%
O00257	354	4	560	1	100	100%
Q13131	355	81	559	1	100	100%
P54646	355	81	552	0	76.45%	98%
O75914	356	69	559	1	100	100%
Q13153	356	69	545	0	78.35%	97%
Q03111	357	2	559	1	100	100%
P17181	358	1	557	1	100	100%
O15530	359	51	556	1	100	100%
Q8WTQ7	360	29	553	1	100	100%
Q9BVS4	361	27	552	1	100	100%
P19525	362	50	551	1	100	100%
P00800	363	7	548	1	100	100%
P22307	364	2	547	1	100	100%
Q9UEW8	365	14	545	1	100	100%
Q8TD08	366	44	544	1	100	100%
Q96D53	367	26	544	1	100	100%
P07947	368	94	543	1	100	100%
P00523	368	94	533	0	75.80%	98%
O96017	369	20	543	1	100	100%
Q92952	370	1	543	1	100	100%
Q9Y251	371	8	543	1	100	100%
O00482	372	4	541	1	100	100%
O43353	373	77	540	1	100	100%
Q9Y6F8	374	2	540	1	100	100%
Q9Z429	375	7	538	1	100	100%
P42535	376	4	538	1	100	100%
P06241	377	82	537	1	100	100%
P12931	378	98	536	1	100	100%
P04062	379	2	536	1	100	100%
Q8TDR2	380	26	534	1	100	100%
O43175	381	15	533	1	100	100%
P28702	382	53	533	1	100	100%
P28704	382	53	520	0	97.12%	97%
P24557	383	1	533	1	100	100%
P36894	384	11	532	1	100	100%
Q16572	385	4	532	1	100	100%
Q62666	385	4	530	0	95.09%	99%
Q14781	386	1	532	1	100	100%
Q14451	387	6	532	1	100	100%
Q92731	388	15	530	1	100	100%
Q9TU15	388	15	527	0	88.05%	99%
P09769	389	86	529	1	100	100%
P17658	390	1	529	1	100	100%
P10613	391	8	528	1	100	100%
Q9UBE8	392	40	527	1	100	100%
P42681	393	46	527	1	100	100%
O95747	394	13	527	1	100	100%
P08631	395	84	526	1	100	100%
P23443	396	25	525	1	100	100%
Q13177	397	26	524	1	100	100%
P62343	398	20	524	1	100	100%
Q00537	399	39	523	1	100	100%
O43172	400	3	522	1	100	100%
Q9Y4K3	401	4	522	1	100	100%
Q8N884	402	8	522	1	100	100%
P27338	403	5	520	1	100	100%
P07382	404	6	520	1	100	100%
P35368	405	65	520	1	100	100%
P15823	405	65	515	0	95.34%	99%
O14730	406	41	519	1	100	100%
P51449	407	664	518	1	100	100%
Q9Y572	408	2	518	1	100	100%
Q01827	409	2	515	1	100	100%
Q05940	409	2	514	0	91.44%	99%
Q9BYT3	410	52	514	1	100	100%
P27037	411	13	513	1	100	100%
O00481	412	3	513	1	100	100%
P07948	413	93	512	1	100	100%
Q13705	414	26	512	1	100	100%
P04798	415	3	512	1	100	100%
P48547	416	4	511	1	100	100%
P12389	417	1	511	1	100	100%
P06239	418	208	509	1	100	100%
Q04771	419	36	509	1	100	100%
Q86Y07	420	6	508	1	100	100%
P07237	421	1	508	1	100	100%
P42679	422	10	507	1	100	100%
Q8N8U2	423	2	506	1	100	100%
P51956	424	7	506	1	100	100%
P37231	425	54	505	1	100	100%
P42685	426	105	505	1	100	100%
P51451	427	91	505	1	100	100%
Q8N5S9	428	49	505	1	100	100%
P36896	429	25	505	1	100	100%
P32297	430	3	505	1	100	100%
P04757	430	3	499	0	91.78%	98%
Q9C0B1	431	1	505	1	100	100%
Q99972	432	12	504	1	100	100%
P37023	433	17	503	1	100	100%
P08684	434	17	503	1	100	100%
P20815	434	17	502	0	84.26%	99%
Q16850	435	31	503	1	100	100%
Q9BWU1	436	89	502	1	100	100%
P49336	436	89	464	0	79.09%	92%
O00238	437	29	502	1	100	100%
P17787	438	3	502	1	100	100%
P12390	438	3	500	0	93.80%	99%
P36544	439	14	502	1	100	100%
Q05941	439	14	502	0	93.23%	100%
P56817	440	71	501	1	100	100%
P80147	441	2	500	1	100	100%
P53985	442	1	500	1	100	100%
P49760	443	84	499	1	100	100%
Q99640	444	16	499	1	100	100%
Q13557	445	78	499	1	100	100%
Q9UQM7	445	78	478	0	87.03%	95%
P53041	446	2	499	1	100	100%
P11797	447	1	499	1	100	100%
Q9JI10	448	113	497	1	100	100%
Q13188	448	113	491	0	96.95%	98%
Q13043	448	113	487	0	78.23%	97%
P98170	449	18	497	1	100	100%
Q00536	450	66	496	1	100	100%
Q96BR1	451	15	496	1	100	100%
Q09470	452	3	495	1	100	100%
Q16696	453	9	494	1	100	100%
P05181	454	11	493	1	100	100%
Q92772	455	27	493	1	100	100%
P02712	456	3	493	1	100	100%
Q16658	457	1	493	1	100	100%
P11166	458	12	492	1	100	100%
P34903	459	1	492	1	100	100%
Q00987	460	53	491	1	100	100%
P00176	461	2	491	1	100	100%
P43490	462	23	491	1	100	100%
P10827	463	37	490	1	100	100%
O70212	464	80	490	1	100	100%
P23979	464	80	487	0	82.34%	99%
P35563	464	80	483	0	83.02%	98%
P46098	464	80	478	0	87.45%	97%
Q9H3Y6	465	43	488	1	100	100%
Q92769	466	30	488	1	100	100%
Q13547	466	30	482	0	86.31%	98%
P31389	467	194	488	1	100	100%
P00742	468	8	488	1	100	100%
P35367	469	32	487	1	100	100%
P31390	469	32	486	0	79.01%	99%
P0DM80	470	1	487	1	100	100%
Q86UX6	471	4	486	1	100	100%
Q96RI1	472	4	486	1	100	100%
P11308	473	1	486	1	100	100%
Q15172	474	2	486	1	100	100%
P49759	475	154	484	1	100	100%
Q9HAZ1	475	154	481	0	79.63%	99%
P49840	476	94	483	1	100	100%
P49841	476	94	420	0	75.24%	86%
P34896	477	1	483	1	100	100%
P52209	478	1	483	1	100	100%
P22605	479	179	482	1	100	100%
P10276	479	179	462	0	75.76%	95%
P11416	479	179	462	0	75.54%	95%
P10826	479	179	455	0	90.11%	94%
Q7Z1V1	480	38	481	1	100	100%
P31751	481	109	481	1	100	100%
P31749	481	109	480	0	81.46%	99%
Q9Y243	481	109	479	0	78.50%	99%
P30994	482	124	479	1	100	100%
P34969	483	3	479	1	100	100%
P32211	484	5	479	1	100	100%
P08173	484	5	479	0	96.03%	100%
P08485	484	5	477	0	98.74%	99%
P24046	485	1	479	1	100	100%
P43144	486	8	479	1	100	100%
P50579	487	2	478	1	100	100%
P08588	488	238	477	1	100	100%
P18090	488	238	466	0	92.70%	97%
P34971	488	238	466	0	92.92%	97%
P08254	489	23	477	1	100	100%
P50549	490	1	477	1	100	100%
O14757	491	34	476	1	100	100%
Q96NX5	492	29	476	1	100	100%
Q9BZP6	493	3	476	1	100	100%
Q9UBM7	494	1	475	1	100	100%
Q16566	495	23	473	1	100	100%
Q8IW41	496	6	473	1	100	100%
P47746	497	46	473	1	100	100%
P20272	497	46	473	0	99.79%	100%
P21554	497	46	472	0	97.25%	99%
Q3U3Q1	498	34	472	1	100	100%
Q6PHR2	498	34	472	0	94.07%	100%
P28223	499	106	471	1	100	100%
P14842	499	106	471	0	91.30%	100%
P50129	499	106	470	0	96.17%	99%
Q8NB16	500	2	471	1	100	100%
P39900	501	2	470	1	100	100%
Q92753	502	41	470	1	100	100%
O94921	503	35	469	1	100	100%
Q07869	504	26	468	1	100	100%
P28700	505	130	467	1	100	100%
P19793	505	130	462	0	98.48%	98%
P10980	506	112	466	1	100	100%
P08172	506	112	466	0	96.35%	100%
P06199	506	112	466	0	96.78%	100%
P43140	507	98	466	1	100	100%
P35348	507	98	466	0	92.70%	100%
P18130	507	98	466	0	90.56%	100%
Q9BUB5	508	41	465	1	100	100%
Q9HBH9	509	71	465	1	100	100%
P23574	510	1	465	1	100	100%
Q15208	511	31	465	1	100	100%
Q9Y2H1	511	31	464	0	87.28%	99%
P29371	512	32	465	1	100	100%
P16177	512	32	452	0	86.06%	97%
P30098	512	32	440	0	80.68%	94%
P28476	513	1	465	1	100	100%
P35557	514	6	465	1	100	100%
P53779	515	300	464	1	100	100%
P45983	515	300	427	0	90.87%	92%
P45984	515	300	424	0	84.43%	91%
O75311	516	2	464	1	100	100%
P48443	517	56	463	1	100	100%
P28705	517	56	463	0	98.27%	100%
P53634	518	1	463	1	100	100%
Q05639	519	6	463	1	100	100%
P68104	519	6	462	0	92.42%	99%
Q8TBC4	520	1	463	1	100	100%
Q15465	521	15	462	1	100	100%
P31644	522	17	462	1	100	100%
P10828	523	37	461	1	100	100%
Q16602	524	6	461	1	100	100%
Q13285	525	2	461	1	100	100%
P11229	526	74	460	1	100	100%
P12657	526	74	460	0	98.91%	100%
P08482	526	74	460	0	98.70%	100%
Q9NWZ3	527	23	460	1	100	100%
P08909	528	7	460	1	100	100%
P28335	528	7	458	0	90.61%	99%
P55055	529	2	460	1	100	100%
Q16790	530	374	459	1	100	100%
Q02790	531	9	459	1	100	100%
P18911	532	89	458	1	100	100%
P13631	532	89	454	0	98.24%	99%
P62508	533	2	458	1	100	100%
P01730	534	9	458	1	100	100%
Q9H7Z6	535	2	458	1	100	100%
P35790	536	23	457	1	100	100%
P37340	537	5	457	1	100	100%
Q13451	538	3	457	1	100	100%
P14867	539	18	456	1	100	100%
O43293	540	58	454	1	100	100%
Q13418	541	3	452	1	100	100%
P30553	542	61	452	1	100	100%
P32239	542	61	447	0	89.71%	98%
Q01543	543	1	452	1	100	100%
Q13882	544	49	451	1	100	100%
Q93YN9	545	4	451	1	100	100%
P68370	546	13	451	1	100	100%
P02550	546	13	451	0	99.33%	100%
Q9H4B7	547	15	451	1	100	100%
P02554	547	15	445	0	79.10%	98%
P07437	547	15	444	0	79.28%	98%
P41240	548	51	450	1	100	100%
Q5HIH6	549	1	450	1	100	100%
P18089	550	7	450	1	100	100%
P08913	551	17	450	1	100	100%
Q13163	552	46	448	1	100	100%
Q9Y6M4	553	46	447	1	100	100%
P78368	553	46	415	0	75.42%	92%
Q13133	554	2	447	1	100	100%
P21728	555	34	446	1	100	100%
P18901	555	34	446	0	90.13%	100%
P19020	556	4	446	1	100	100%
P51955	557	36	445	1	100	100%
P56545	558	6	445	1	100	100%
Q13363	558	6	440	0	78.64%	98%
P58406	559	282	445	1	100	100%
Q9Y5N1	559	282	445	0	94.38%	100%
Q9QYN8	559	282	445	0	98.88%	100%
Q9JI35	559	282	445	0	95.51%	100%
O43614	560	152	444	1	100	100%
P61169	561	161	444	1	100	100%
P20288	561	161	444	0	96.40%	100%
P14416	561	161	443	0	95.94%	99%
P17752	562	1	444	1	100	100%
P34998	563	8	444	1	100	100%
Q9Y6E0	564	30	443	1	100	100%
Q96SW2	565	1	442	1	100	100%
O23920	566	1	442	1	100	100%
O75530	567	43	441	1	100	100%
Q13093	568	4	441	1	100	100%
Q03181	569	11	441	1	100	100%
P01106	570	2	439	1	100	100%
Q03330	571	2	439	1	100	100%
P14900	572	9	438	1	100	100%
Q8IY84	573	17	436	1	100	100%
Q15118	574	28	436	1	100	100%
Q96Q40	575	18	435	1	100	100%
P18031	576	12	435	1	100	100%
P9WPL0	577	6	434	1	100	100%
Q15561	578	4	434	1	100	100%
Q873X9	579	3	433	1	100	100%
Q15831	580	30	433	1	100	100%
P9WPP0	581	10	433	1	100	100%
Q9NRG4	582	2	433	1	100	100%
P00749	583	8	431	1	100	100%
P22007	584	1	431	1	100	100%
Q9GZQ6	585	2	430	1	100	100%
Q63931	586	3	430	1	100	100%
P0A8L1	587	2	430	1	100	100%
O15379	588	2	428	1	100	100%
Q81WF0	589	4	428	1	100	100%
P0A6D3	590	17	427	1	100	100%
P25101	591	1	427	1	100	100%
P11473	592	8	427	1	100	100%
A3RGC1	592	8	427	0	92.04%	100%
O00506	593	41	426	1	100	100%
Q9GZT9	594	24	426	1	100	100%
O43613	595	152	425	1	100	100%
P25116	596	15	425	1	100	100%
O59010	597	3	425	1	100	100%
Q52WX2	598	17	424	1	100	100%
P20789	599	3	424	1	100	100%
P30989	599	3	418	0	84.93%	98%
Q9HCP0	600	20	422	1	100	100%
P08908	601	16	422	1	100	100%
P19327	601	16	422	0	89.81%	100%
Q99705	602	3	422	1	100	100%
Q8TBX8	603	21	421	1	100	100%
Q9WV60	604	32	420	1	100	100%
P14324	605	6	419	1	100	100%
O14733	606	19	419	1	100	100%
P11838	607	1	419	1	100	100%
Q8K4Z4	608	553	418	1	100	100%
Q28044	608	553	418	0	88.76%	100%
P54833	608	553	415	0	89.88%	99%
P07550	608	553	413	0	89.10%	98%
P32745	609	6	418	1	100	100%
P07205	610	11	417	1	100	100%
P00558	610	11	417	0	87.29%	100%
P15088	611	1	417	1	100	100%
P49674	612	134	416	1	100	100%
P48730	612	134	415	0	83.61%	99%
Q9P289	613	37	416	1	100	100%
P78356	614	39	416	1	100	100%
P9WQD9	615	18	416	1	100	100%
P00560	616	18	416	1	100	100%
Q9NY57	617	20	414	1	100	100%
Q9UEE5	618	63	414	1	100	100%
O75874	619	3	414	1	100	100%
P9WJM9	620	1	414	1	100	100%
P9WNS1	621	10	413	1	100	100%
P29274	622	48	412	1	100	100%
P30543	622	48	410	0	83.17%	99%
O95503	623	1	412	1	100	100%
P07339	624	2	412	1	100	100%
P38919	625	7	411	1	100	100%
Q16654	626	3	411	1	100	100%
P13945	627	62	408	1	100	100%
P83512	628	2	408	1	100	100%
Q15119	629	20	407	1	100	100%
