id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
SLK	32	1	1235	1	100	100%
TAOK2	33	3	1235	1	100	100%
TAOK1	33	3	1001	0	45.25%	81%
TAOK3	33	3	898	0	41.20%	72%
HIPK3	34	3	1215	1	100	100%
HIPK1	34	3	1210	0	45.87%	99%
HIPK2	34	3	1198	0	43.41%	98%
TYK2(JH1domain-cata	35	4	1187	1	100	100%
TYK2(JH2domain-pseu	35	4	1187	0	100.00%	100%
JAK1(JH1domain-cata	35	4	1154	0	41.07%	97%
JAK1(JH2domain-pseu	35	4	1154	0	41.07%	97%
ABL1(E255K)	36	20	1167	1	100	100%
ABL1(F317I)	36	20	1167	0	100.00%	100%
ABL1(F317I)p	36	20	1167	0	100.00%	100%
ABL1(F317L)	36	20	1167	0	100.00%	100%
ABL1(F317L)p	36	20	1167	0	100.00%	100%
ABL1(H396P)	36	20	1167	0	100.00%	100%
ABL1(H396P)p	36	20	1167	0	100.00%	100%
ABL1(M351T)	36	20	1167	0	100.00%	100%
ABL1(Q252H)	36	20	1167	0	100.00%	100%
ABL1(Q252H)p	36	20	1167	0	100.00%	100%
ABL1(T315I)	36	20	1167	0	100.00%	100%
ABL1(T315I)p	36	20	1167	0	100.00%	100%
ABL1(Y253F)	36	20	1167	0	100.00%	100%
ABL1	36	20	1167	0	100.00%	100%
ABL1p	36	20	1167	0	100.00%	100%
ABL2	36	20	1167	0	52.96%	100%
SRC	36	20	536	0	41.42%	45%
HCK	36	20	526	0	40.68%	45%
FRK	36	20	505	0	40.00%	43%
CSK	36	20	450	0	40.22%	38%
BIKE	37	2	1161	1	100	100%
AAK1	37	2	961	0	41.83%	82%
TIE2	38	2	1157	1	100	100%
TIE1	38	2	1138	0	47.01%	98%
JAK2(JH1domain-cata	39	2	1132	1	100	100%
JAK3(JH1domain-cata	39	2	1124	0	49.29%	99%
LATS1	40	4	1130	1	100	100%
LATS2	40	4	1088	0	47.70%	96%
NDR1	40	4	465	0	41.51%	41%
NDR2	40	4	464	0	41.16%	41%
PIK3CG	41	1	1102	1	100	100%
PDGFRA	42	2	1089	1	100	100%
PDGFRB	42	2	777	0	49.94%	71%
FAK	43	1	1074	1	100	100%
PIK3CB	44	2	1070	1	100	100%
PIK3CD	44	2	1044	0	55.65%	97%
PIK3CA	45	10	1069	1	100	100%
PIK3CA(C420R)	45	10	1069	0	100.00%	100%
PIK3CA(E542K)	45	10	1069	0	100.00%	100%
PIK3CA(E545A)	45	10	1069	0	100.00%	100%
PIK3CA(E545K)	45	10	1069	0	100.00%	100%
PIK3CA(H1047L)	45	10	1069	0	100.00%	100%
PIK3CA(H1047Y)	45	10	1069	0	100.00%	100%
PIK3CA(I800L)	45	10	1069	0	100.00%	100%
PIK3CA(M1043I)	45	10	1069	0	100.00%	100%
PIK3CA(Q546K)	45	10	1069	0	100.00%	100%
ULK1	46	2	1050	1	100	100%
ULK2	46	2	1036	0	47.59%	98%
BMPR2	47	1	1038	1	100	100%
TNK2	48	1	1038	1	100	100%
CDKL5	49	3	1030	1	100	100%
CDKL1	49	3	357	0	42.30%	34%
CDK5	49	3	292	0	41.44%	28%
EPHB6	50	3	1021	1	100	100%
EPHB3	50	3	998	0	43.19%	97%
EPHB1	50	3	984	0	44.21%	96%
EPHA5	51	6	1017	1	100	100%
EPHA8	51	6	1005	0	56.22%	98%
EPHA7	51	6	998	0	62.12%	98%
EPHA4	51	6	986	0	40.26%	96%
EPHA6	51	6	547	0	49.36%	53%
EPHB2	51	6	482	0	51.66%	47%
PYK2	52	1	1009	1	100	100%
PRP4	53	1	1007	1	100	100%
MERTK	54	2	999	1	100	100%
AXL	54	2	894	0	43.85%	89%
FLT3	55	7	993	1	100	100%
FLT3(D835H)	55	7	993	0	100.00%	100%
FLT3(D835Y)	55	7	993	0	100.00%	100%
FLT3(ITD)	55	7	993	0	100.00%	100%
FLT3(K663Q)	55	7	993	0	100.00%	100%
FLT3(N841I)	55	7	993	0	100.00%	100%
FLT3(R834Q)	55	7	993	0	100.00%	100%
PKN2	56	1	984	1	100	100%
EPHA3	57	4	983	1	100	100%
EPHA1	57	4	976	0	43.85%	99%
EPHA2	57	4	976	0	51.13%	99%
EPHB4	57	4	935	0	49.09%	95%
NEK9	58	1	979	1	100	100%
ERN1	59	1	977	1	100	100%
KIT	60	9	976	1	100	100%
KIT(A829P)	60	9	976	0	100.00%	100%
KIT(D816H)	60	9	976	0	100.00%	100%
KIT(D816V)	60	9	976	0	100.00%	100%
KIT(L576P)	60	9	976	0	100.00%	100%
KIT(V559D)	60	9	976	0	100.00%	100%
KIT(V559D-T670I)	60	9	976	0	100.00%	100%
KIT(V559D-V654A)	60	9	976	0	100.00%	100%
CSF1R	60	9	972	0	41.46%	99%
PLK4	61	1	970	1	100	100%
LOK	62	1	968	1	100	100%
LZK	63	2	966	1	100	100%
DLK	63	2	859	0	50.87%	88%
MLK2	64	2	954	1	100	100%
MLK3	64	2	847	0	49.59%	88%
PKN1	65	1	942	1	100	100%
RIPK5	66	1	929	1	100	100%
CASK	67	1	926	1	100	100%
SIK2	68	2	926	1	100	100%
SIK	68	2	783	0	44.32%	84%
DDR1	69	1	913	1	100	100%
PRKD1	70	3	912	1	100	100%
PRKD3	70	3	890	0	70.56%	97%
PRKD2	70	3	878	0	52.28%	96%
MAP4K3	71	2	894	1	100	100%
MAP4K5	71	2	846	0	44.09%	94%
TYRO3	72	1	890	1	100	100%
MUSK	73	1	869	1	100	100%
TTK	74	1	857	1	100	100%
DDR2	75	1	855	1	100	100%
TRKC	76	1	839	1	100	100%
TNNI3K	77	1	835	1	100	100%
HPK1	78	2	833	1	100	100%
MAP4K2	78	2	820	0	44.15%	98%
FER	79	2	822	1	100	100%
FES	79	2	822	0	51.22%	100%
FGFR1	80	5	822	1	100	100%
FGFR2	80	5	821	0	72.23%	99%
FGFR4	80	5	802	0	57.61%	97%
FGFR3	80	5	480	0	71.88%	58%
FGFR3(G697C)	80	5	480	0	71.88%	58%
MLCK	81	2	819	1	100	100%
MYLK2	81	2	596	0	43.62%	72%
ERK5	82	6	816	1	100	100%
ERK1	82	6	379	0	47.76%	46%
p38-delta	82	6	365	0	41.92%	44%
p38-beta	82	6	364	0	44.78%	44%
ERK2	82	6	360	0	49.72%	44%
p38-alpha	82	6	360	0	44.17%	44%
PIK4CB	83	1	816	1	100	100%
RPS6KA5(KinDom.1-N-	84	4	802	1	100	100%
RPS6KA5(KinDom.2-C-	84	4	802	0	100.00%	100%
RPS6KA4(KinDom.1-N-	84	4	772	0	64.38%	96%
RPS6KA4(KinDom.2-C-	84	4	772	0	64.38%	96%
ZAK	85	1	800	1	100	100%
MARK1	86	4	795	1	100	100%
MARK2	86	4	788	0	68.15%	99%
MARK3	86	4	753	0	59.50%	94%
MARK4	86	4	752	0	53.32%	94%
TRKA	87	1	790	1	100	100%
RIPK4	88	1	784	1	100	100%
BRSK1	89	2	778	1	100	100%
BRSK2	89	2	736	0	59.51%	94%
TLK2	90	2	772	1	100	100%
TLK1	90	2	766	0	65.80%	99%
BRAF	91	3	766	1	100	100%
BRAF(V600E)	91	3	766	0	100.00%	100%
RAF1	91	3	648	0	56.48%	84%
DCAMKL2	92	2	766	1	100	100%
DCAMKL1	92	2	740	0	69.05%	96%
ANKK1	93	1	765	1	100	100%
SNRK	94	1	765	1	100	100%
DYRK1A	95	2	763	1	100	100%
DYRK1B	95	2	629	0	62.96%	82%
PRKG2	96	1	762	1	100	100%
IKK-beta	97	2	756	1	100	100%
IKK-alpha	97	2	745	0	51.68%	98%
RSK4(KinDom.1-N-ter	98	8	745	1	100	100%
RSK4(KinDom.2-C-ter	98	8	745	0	100.00%	100%
RSK2(KinDom.1-N-ter	98	8	740	0	77.57%	99%
RSK1(KinDom.1-N-ter	98	8	735	0	73.61%	98%
RSK1(KinDom.2-C-ter	98	8	735	0	73.61%	98%
RSK3(KinDom.1-N-ter	98	8	733	0	74.35%	98%
RSK3(KinDom.2-C-ter	98	8	733	0	74.35%	98%
S6K1	98	8	525	0	40.95%	70%
PRKCE	99	3	737	1	100	100%
PRKCQ	99	3	706	0	40.51%	95%
PRKCH	99	3	683	0	44.07%	92%
TBK1	100	2	729	1	100	100%
IKK-epsilon	100	2	716	0	49.30%	98%
ERK3	101	2	721	1	100	100%
ERK4	101	2	587	0	55.20%	81%
PAK7	102	3	719	1	100	100%
PAK6	102	3	681	0	42.73%	94%
PAK4	102	3	591	0	51.10%	82%
HUNK	103	1	714	1	100	100%
IRAK1	104	1	712	1	100	100%
NEK5	105	1	708	1	100	100%
SRPK2	106	3	688	1	100	100%
SRPK1	106	3	655	0	41.22%	95%
SRPK3	106	3	567	0	42.50%	82%
PLK2	107	2	685	1	100	100%
PLK3	107	2	646	0	43.34%	94%
PRKCD	108	1	676	1	100	100%
BMX	109	4	675	1	100	100%
TEC	109	4	631	0	40.41%	93%
ITK	109	4	620	0	42.58%	91%
TXK	109	4	527	0	45.16%	78%
PRKG1	110	4	671	1	100	100%
PRKX	110	4	358	0	42.18%	53%
PKAC-alpha	110	4	351	0	41.88%	52%
PKAC-beta	110	4	351	0	42.17%	52%
RIPK1	111	1	671	1	100	100%
PIP5K1C	112	2	668	1	100	100%
PIP5K1A	112	2	562	0	63.88%	84%
CAMK2B	113	4	666	1	100	100%
CAMK2G	113	4	558	0	64.34%	83%
CAMK2D	113	4	499	0	64.73%	74%
CAMK2A	113	4	478	0	64.02%	71%
TNK1	114	1	666	1	100	100%
ARK5	115	2	661	1	100	100%
SNARK	115	2	628	0	49.04%	95%
MELK	116	1	651	1	100	100%
DCAMKL3	117	1	648	1	100	100%
ADCK3	118	2	647	1	100	100%
ADCK4	118	2	544	0	55.51%	84%
LIMK1	119	3	647	1	100	100%
LIMK2	119	3	638	0	54.23%	98%
TESK1	119	3	244	0	45.90%	37%
WEE1	120	2	646	1	100	100%
WEE2	120	2	567	0	45.68%	87%
NEK11	121	1	645	1	100	100%
CLK3	122	4	638	1	100	100%
CLK2	122	4	499	0	59.92%	78%
CLK1	122	4	484	0	50.62%	75%
CLK4	122	4	481	0	54.26%	75%
SYK	123	1	635	1	100	100%
ICK	124	2	632	1	100	100%
MAK	124	2	623	0	57.30%	98%
EIF2AK1	125	1	630	1	100	100%
MAP3K3	126	2	626	1	100	100%
MAP3K2	126	2	619	0	66.24%	98%
PKNB(Mtuberculosis)	127	1	626	1	100	100%
ZAP70	128	1	619	1	100	100%
HIPK4	129	1	616	1	100	100%
TAK1	130	1	606	1	100	100%
PLK1	131	1	603	1	100	100%
DYRK2	132	1	601	1	100	100%
BLK	133	8	599	1	100	100%
LYN	133	8	582	0	51.37%	97%
YES	133	8	543	0	51.20%	90%
FYN	133	8	537	0	51.21%	89%
FGR	133	8	529	0	51.80%	88%
LCK	133	8	509	0	59.33%	84%
SRMS	133	8	488	0	40.78%	81%
BRK	133	8	451	0	40.58%	75%
IRAK3	134	1	596	1	100	100%
PRKCI	135	1	596	1	100	100%
CDKL3	136	2	592	1	100	100%
CDKL2	136	2	493	0	43.81%	83%
CAMKK2	137	2	588	1	100	100%
CAMKK1	137	2	505	0	56.44%	85%
GRK4	138	3	578	1	100	100%
GRK1	138	3	563	0	46.89%	97%
GRK7	138	3	553	0	46.65%	95%
RIOK1	139	1	568	1	100	100%
TGFBR2	140	1	567	1	100	100%
AMPK-alpha1	141	2	559	1	100	100%
AMPK-alpha2	141	2	552	0	76.45%	98%
PAK3	142	3	559	1	100	100%
PAK1	142	3	545	0	78.35%	97%
PAK2	142	3	524	0	63.36%	93%
PDPK1	143	1	556	1	100	100%
RIOK2	144	1	552	1	100	100%
STK39	145	2	545	1	100	100%
OSR1	145	2	527	0	62.62%	96%
ERK8	146	4	544	1	100	100%
CDK3	146	4	305	0	41.31%	56%
CDK4-cyclinD1	146	4	303	0	41.91%	55%
CDK4-cyclinD3	146	4	303	0	41.91%	55%
CHEK2	147	1	543	1	100	100%
CDC2L1	148	4	542	1	100	100%
CDC2L2	148	4	475	0	98.95%	87%
CDK2	148	4	298	0	44.97%	54%
PFPK5(Pfalciparum)	148	4	288	0	43.75%	53%
RIPK2	149	1	540	1	100	100%
STK35	150	1	534	1	100	100%
BMPR1A	151	6	532	1	100	100%
ACVR1	151	6	509	0	49.51%	95%
ACVR1B	151	6	505	0	49.50%	94%
ACVRL1	151	6	503	0	46.32%	94%
TGFBR1	151	6	503	0	50.70%	94%
BMPR1B	151	6	502	0	72.51%	94%
NLK	152	1	527	1	100	100%
PFCDPK1(Pfalciparum	153	1	524	1	100	100%
PCTK2	154	5	523	1	100	100%
PFTK1	154	5	469	0	47.33%	89%
PCTK1	154	5	448	0	75.67%	85%
PCTK3	154	5	436	0	72.02%	83%
PFTAIRE2	154	5	435	0	44.37%	83%
RIOK3	155	1	519	1	100	100%
STK33	156	1	514	1	100	100%
ACVR2A	157	2	513	1	100	100%
ACVR2B	157	2	512	0	67.19%	99%
PRKR	158	1	513	1	100	100%
VRK2	159	1	508	1	100	100%
CTK	160	1	507	1	100	100%
NEK3	161	1	506	1	100	100%
CDK11	162	2	502	1	100	100%
CDK8	162	2	464	0	79.09%	92%
PKMYT1	163	1	499	1	100	100%
SGK3	164	1	496	1	100	100%
MST2	165	2	491	1	100	100%
MST1	165	2	487	0	78.23%	99%
YANK3	166	3	486	1	100	100%
YANK2	166	3	414	0	65.70%	85%
YANK1	166	3	396	0	64.90%	81%
BTK	167	1	483	1	100	100%
GSK3A	168	2	483	1	100	100%
GSK3B	168	2	420	0	75.24%	86%
AKT2	169	3	481	1	100	100%
AKT1	169	3	480	0	81.46%	99%
AKT3	169	3	479	0	78.50%	99%
TRKB	170	1	477	1	100	100%
CAMK1G	171	3	476	1	100	100%
CAMK1D	171	3	385	0	64.16%	80%
CAMK1	171	3	370	0	62.16%	77%
CHEK1	172	1	476	1	100	100%
CAMK4	173	1	473	1	100	100%
MAPKAPK5	174	1	473	1	100	100%
ULK3	175	1	472	1	100	100%
MKNK1	176	2	465	1	100	100%
MKNK2	176	2	465	0	48.39%	100%
JNK3	177	4	464	1	100	100%
JNK1	177	4	427	0	90.87%	92%
JNK2	177	4	424	0	84.43%	91%
p38-gamma	177	4	367	0	46.59%	79%
IRAK4	178	1	460	1	100	100%
RET	179	4	458	1	100	100%
RET(M918T)	179	4	458	0	100.00%	100%
RET(V804L)	179	4	458	0	100.00%	100%
RET(V804M)	179	4	458	0	100.00%	100%
NEK4	180	1	451	1	100	100%
MEK5	181	1	448	1	100	100%
CSNK1G3	182	7	447	1	100	100%
CSNK1G1	182	7	422	0	74.17%	94%
CSNK1E	182	7	416	0	46.88%	93%
CSNK1D	182	7	415	0	46.02%	92%
CSNK1G2	182	7	415	0	75.42%	92%
CSNK1A1	182	7	337	0	50.15%	75%
CSNK1A1L	182	7	337	0	49.26%	75%
NEK2	183	1	445	1	100	100%
MST3	184	3	443	1	100	100%
YSK1	184	3	426	0	72.77%	96%
MST4	184	3	416	0	72.12%	93%
NIM1	185	1	436	1	100	100%
LKB1	186	1	433	1	100	100%
SBK1	187	1	424	1	100	100%
PIP5K2C	188	2	421	1	100	100%
PIP5K2B	188	2	416	0	65.62%	98%
MKK7	189	3	419	1	100	100%
MEK4	189	3	399	0	45.11%	95%
MEK6	189	3	334	0	41.62%	79%
DRAK1	190	1	414	1	100	100%
PHKG2	191	2	406	1	100	100%
PHKG1	191	2	387	0	63.05%	95%
PIM1	192	3	404	1	100	100%
PIM3	192	3	326	0	66.87%	80%
PIM2	192	3	311	0	55.31%	76%
AURKA	193	3	403	1	100	100%
AURKB	193	3	344	0	61.05%	85%
AURKC	193	3	309	0	64.08%	76%
MAPKAPK2	194	1	400	1	100	100%
MEK2	195	2	400	1	100	100%
MEK1	195	2	393	0	81.17%	98%
CSNK2A1	196	2	391	1	100	100%
CSNK2A2	196	2	350	0	82.57%	89%
MLK1	197	1	373	1	100	100%
CDK9	198	1	372	1	100	100%
TSSK1B	199	1	367	1	100	100%
SgK110	200	1	359	1	100	100%
MEK3	201	1	347	1	100	100%
CDK7	202	1	346	1	100	100%
CDC2L5	203	1	324	1	100	100%
NEK6	204	2	313	1	100	100%
NEK7	204	2	302	0	78.48%	96%
STK16	205	1	305	1	100	100%
