id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
ABL1(F317I)	49	15	1167	0	100.00%	100%
ABL1(F317I)p	49	15	1167	0	100.00%	100%
ABL1(F317L)	49	15	1167	0	100.00%	100%
ABL1(F317L)p	49	15	1167	0	100.00%	100%
ABL1(H396P)	49	15	1167	0	100.00%	100%
ABL1(H396P)p	49	15	1167	0	100.00%	100%
ABL1(M351T)	49	15	1167	0	100.00%	100%
ABL1(Q252H)	49	15	1167	0	100.00%	100%
ABL1(Q252H)p	49	15	1167	0	100.00%	100%
ABL1(T315I)	49	15	1167	0	100.00%	100%
ABL1(T315I)p	49	15	1167	0	100.00%	100%
ABL1(Y253F)	49	15	1167	0	100.00%	100%
ABL1	49	15	1167	0	100.00%	100%
ABL1p	49	15	1167	0	100.00%	100%
ABL2	50	1	1167	1	100	100%
BIKE	51	1	1161	1	100	100%
TIE2	52	1	1157	1	100	100%
JAK1(JH1domain-cata	53	2	1154	1	100	100%
JAK1(JH2domain-pseu	53	2	1154	0	100.00%	100%
TIE1	54	1	1138	1	100	100%
JAK2(JH1domain-cata	55	1	1132	1	100	100%
LATS1	56	1	1130	1	100	100%
JAK3(JH1domain-cata	57	1	1124	1	100	100%
PIK3CG	58	1	1102	1	100	100%
PDGFRA	59	1	1089	1	100	100%
LATS2	60	1	1088	1	100	100%
FAK	61	1	1074	1	100	100%
PIK3CB	62	1	1070	1	100	100%
PIK3CA	63	10	1069	1	100	100%
PIK3CA(C420R)	63	10	1069	0	100.00%	100%
PIK3CA(E542K)	63	10	1069	0	100.00%	100%
PIK3CA(E545A)	63	10	1069	0	100.00%	100%
PIK3CA(E545K)	63	10	1069	0	100.00%	100%
PIK3CA(H1047L)	63	10	1069	0	100.00%	100%
PIK3CA(H1047Y)	63	10	1069	0	100.00%	100%
PIK3CA(I800L)	63	10	1069	0	100.00%	100%
PIK3CA(M1043I)	63	10	1069	0	100.00%	100%
PIK3CA(Q546K)	63	10	1069	0	100.00%	100%
ULK1	64	1	1050	1	100	100%
PIK3CD	65	1	1044	1	100	100%
BMPR2	66	1	1038	1	100	100%
TNK2	67	1	1038	1	100	100%
ULK2	68	1	1036	1	100	100%
CDKL5	69	1	1030	1	100	100%
EPHB6	70	1	1021	1	100	100%
EPHA5	71	1	1017	1	100	100%
PYK2	72	1	1009	1	100	100%
PRP4	73	1	1007	1	100	100%
EPHA8	74	1	1005	1	100	100%
TAOK1	75	1	1001	1	100	100%
MERTK	76	1	999	1	100	100%
EPHA7	77	1	998	1	100	100%
EPHB3	78	1	998	1	100	100%
FLT3	79	7	993	1	100	100%
FLT3(D835H)	79	7	993	0	100.00%	100%
FLT3(D835Y)	79	7	993	0	100.00%	100%
FLT3(ITD)	79	7	993	0	100.00%	100%
FLT3(K663Q)	79	7	993	0	100.00%	100%
FLT3(N841I)	79	7	993	0	100.00%	100%
FLT3(R834Q)	79	7	993	0	100.00%	100%
EPHA4	80	1	986	1	100	100%
EPHB1	81	1	984	1	100	100%
PKN2	82	1	984	1	100	100%
EPHA3	83	1	983	1	100	100%
NEK9	84	1	979	1	100	100%
ERN1	85	1	977	1	100	100%
EPHA1	86	1	976	1	100	100%
EPHA2	87	1	976	1	100	100%
KIT	88	8	976	1	100	100%
KIT(A829P)	88	8	976	0	100.00%	100%
KIT(D816H)	88	8	976	0	100.00%	100%
KIT(D816V)	88	8	976	0	100.00%	100%
KIT(L576P)	88	8	976	0	100.00%	100%
KIT(V559D)	88	8	976	0	100.00%	100%
KIT(V559D-T670I)	88	8	976	0	100.00%	100%
KIT(V559D-V654A)	88	8	976	0	100.00%	100%
CSF1R	89	1	972	1	100	100%
PLK4	90	1	970	1	100	100%
LOK	91	1	968	1	100	100%
LZK	92	1	966	1	100	100%
AAK1	93	1	961	1	100	100%
MLK2	94	1	954	1	100	100%
PKN1	95	1	942	1	100	100%
EPHB4	96	1	935	1	100	100%
RIPK5	97	1	929	1	100	100%
CASK	98	1	926	1	100	100%
SIK2	99	1	926	1	100	100%
DDR1	100	1	913	1	100	100%
PRKD1	101	1	912	1	100	100%
TAOK3	102	1	898	1	100	100%
AXL	103	1	894	1	100	100%
MAP4K3	104	1	894	1	100	100%
PRKD3	105	1	890	1	100	100%
TYRO3	106	1	890	1	100	100%
PRKD2	107	1	878	1	100	100%
MUSK	108	1	869	1	100	100%
LTK	109	1	864	1	100	100%
DLK	110	1	859	1	100	100%
TTK	111	1	857	1	100	100%
DDR2	112	1	855	1	100	100%
MLK3	113	1	847	1	100	100%
MAP4K5	114	1	846	1	100	100%
TRKC	115	1	839	1	100	100%
TNNI3K	116	1	835	1	100	100%
HPK1	117	1	833	1	100	100%
FER	118	1	822	1	100	100%
FES	119	1	822	1	100	100%
FGFR1	120	1	822	1	100	100%
FGFR2	121	1	821	1	100	100%
MAP4K2	122	1	820	1	100	100%
MLCK	123	1	819	1	100	100%
ERK5	124	1	816	1	100	100%
PIK4CB	125	1	816	1	100	100%
FGFR4	126	1	802	1	100	100%
RPS6KA5(KinDom.1-N-	127	2	802	1	100	100%
RPS6KA5(KinDom.2-C-	127	2	802	0	100.00%	100%
ZAK	128	1	800	1	100	100%
MARK1	129	1	795	1	100	100%
TRKA	130	1	790	1	100	100%
MARK2	131	1	788	1	100	100%
RIPK4	132	1	784	1	100	100%
SIK	133	1	783	1	100	100%
BRSK1	134	1	778	1	100	100%
PDGFRB	135	1	777	1	100	100%
RPS6KA4(KinDom.1-N-	136	2	772	1	100	100%
RPS6KA4(KinDom.2-C-	136	2	772	0	100.00%	100%
TLK2	137	1	772	1	100	100%
BRAF	138	2	766	1	100	100%
BRAF(V600E)	138	2	766	0	100.00%	100%
DCAMKL2	139	1	766	1	100	100%
TLK1	140	1	766	1	100	100%
ANKK1	141	1	765	1	100	100%
SNRK	142	1	765	1	100	100%
DYRK1A	143	1	763	1	100	100%
PRKG2	144	1	762	1	100	100%
IKK-beta	145	1	756	1	100	100%
MARK3	146	1	753	1	100	100%
MARK4	147	1	752	1	100	100%
IKK-alpha	148	1	745	1	100	100%
RSK4(KinDom.1-N-ter	149	2	745	1	100	100%
RSK4(KinDom.2-C-ter	149	2	745	0	100.00%	100%
DCAMKL1	150	1	740	1	100	100%
RSK2(KinDom.1-N-ter	151	5	740	1	100	100%
RSK1(KinDom.1-N-ter	151	5	735	0	81.50%	99%
RSK1(KinDom.2-C-ter	151	5	735	0	81.50%	99%
RSK3(KinDom.1-N-ter	151	5	733	0	80.76%	99%
RSK3(KinDom.2-C-ter	151	5	733	0	80.76%	99%
PRKCE	152	1	737	1	100	100%
BRSK2	153	1	736	1	100	100%
TBK1	154	1	729	1	100	100%
ERK3	155	1	721	1	100	100%
PAK7	156	1	719	1	100	100%
IKK-epsilon	157	1	716	1	100	100%
HUNK	158	1	714	1	100	100%
IRAK1	159	1	712	1	100	100%
NEK5	160	1	708	1	100	100%
PRKCQ	161	1	706	1	100	100%
ROCK2	162	1	703	1	100	100%
SRPK2	163	1	688	1	100	100%
PLK2	164	1	685	1	100	100%
PRKCH	165	1	683	1	100	100%
PAK6	166	1	681	1	100	100%
PRKCD	167	1	676	1	100	100%
BMX	168	1	675	1	100	100%
PRKG1	169	1	671	1	100	100%
RIPK1	170	1	671	1	100	100%
PIP5K1C	171	1	668	1	100	100%
CAMK2B	172	1	666	1	100	100%
TNK1	173	1	666	1	100	100%
ARK5	174	1	661	1	100	100%
SRPK1	175	1	655	1	100	100%
MELK	176	1	651	1	100	100%
DCAMKL3	177	1	648	1	100	100%
RAF1	178	1	648	1	100	100%
ADCK3	179	1	647	1	100	100%
LIMK1	180	1	647	1	100	100%
PLK3	181	1	646	1	100	100%
WEE1	182	1	646	1	100	100%
NEK11	183	1	645	1	100	100%
CLK3	184	1	638	1	100	100%
LIMK2	185	1	638	1	100	100%
SYK	186	1	635	1	100	100%
ICK	187	1	632	1	100	100%
TEC	188	1	631	1	100	100%
EIF2AK1	189	1	630	1	100	100%
DMPK	190	1	629	1	100	100%
DYRK1B	191	1	629	1	100	100%
SNARK	192	1	628	1	100	100%
MAP3K3	193	1	626	1	100	100%
PKNB(Mtuberculosis)	194	1	626	1	100	100%
MAK	195	1	623	1	100	100%
ITK	196	1	620	1	100	100%
MAP3K2	197	1	619	1	100	100%
ZAP70	198	1	619	1	100	100%
HIPK4	199	1	616	1	100	100%
TAK1	200	1	606	1	100	100%
PLK1	201	1	603	1	100	100%
DYRK2	202	1	601	1	100	100%
BLK	203	1	599	1	100	100%
IRAK3	204	1	596	1	100	100%
MYLK2	205	1	596	1	100	100%
PRKCI	206	1	596	1	100	100%
CDKL3	207	1	592	1	100	100%
PAK4	208	1	591	1	100	100%
CAMKK2	209	1	588	1	100	100%
ERK4	210	1	587	1	100	100%
LYN	211	1	582	1	100	100%
GRK4	212	1	578	1	100	100%
RIOK1	213	1	568	1	100	100%
SRPK3	214	1	567	1	100	100%
TGFBR2	215	1	567	1	100	100%
WEE2	216	1	567	1	100	100%
GRK1	217	1	563	1	100	100%
PIP5K1A	218	1	562	1	100	100%
AMPK-alpha1	219	1	559	1	100	100%
PAK3	220	1	559	1	100	100%
CAMK2G	221	1	558	1	100	100%
PDPK1	222	1	556	1	100	100%
GRK7	223	1	553	1	100	100%
AMPK-alpha2	224	1	552	1	100	100%
RIOK2	225	1	552	1	100	100%
EPHA6	226	1	547	1	100	100%
PAK1	227	1	545	1	100	100%
STK39	228	1	545	1	100	100%
ADCK4	229	1	544	1	100	100%
ERK8	230	1	544	1	100	100%
CHEK2	231	1	543	1	100	100%
YES	232	1	543	1	100	100%
CDC2L1	233	2	542	1	100	100%
CDC2L2	233	2	475	0	98.95%	87%
RIPK2	234	1	540	1	100	100%
FYN	235	1	537	1	100	100%
SRC	236	1	536	1	100	100%
STK35	237	1	534	1	100	100%
BMPR1A	238	1	532	1	100	100%
FGR	239	1	529	1	100	100%
NLK	240	1	527	1	100	100%
OSR1	241	1	527	1	100	100%
TXK	242	1	527	1	100	100%
HCK	243	1	526	1	100	100%
S6K1	244	1	525	1	100	100%
PAK2	245	1	524	1	100	100%
PFCDPK1(Pfalciparum	246	1	524	1	100	100%
PCTK2	247	1	523	1	100	100%
RIOK3	248	1	519	1	100	100%
STK33	249	1	514	1	100	100%
ACVR2A	250	1	513	1	100	100%
PRKR	251	1	513	1	100	100%
ACVR2B	252	1	512	1	100	100%
ACVR1	253	1	509	1	100	100%
LCK	254	1	509	1	100	100%
VRK2	255	1	508	1	100	100%
CTK	256	1	507	1	100	100%
NEK3	257	1	506	1	100	100%
ACVR1B	258	1	505	1	100	100%
CAMKK1	259	1	505	1	100	100%
FRK	260	1	505	1	100	100%
ACVRL1	261	1	503	1	100	100%
TGFBR1	262	1	503	1	100	100%
BMPR1B	263	1	502	1	100	100%
CDK11	264	1	502	1	100	100%
CAMK2D	265	2	499	1	100	100%
CAMK2A	265	2	478	0	87.03%	95%
CLK2	266	1	499	1	100	100%
PKMYT1	267	1	499	1	100	100%
SGK3	268	1	496	1	100	100%
CDKL2	269	1	493	1	100	100%
MST2	270	1	491	1	100	100%
SRMS	271	1	488	1	100	100%
MST1	272	1	487	1	100	100%
YANK3	273	1	486	1	100	100%
CLK1	274	1	484	1	100	100%
BTK	275	1	483	1	100	100%
GSK3A	276	1	483	1	100	100%
EPHB2	277	1	482	1	100	100%
AKT2	278	2	481	1	100	100%
AKT1	278	2	480	0	81.46%	99%
CLK4	279	1	481	1	100	100%
FGFR3	280	2	480	1	100	100%
FGFR3(G697C)	280	2	480	0	100.00%	100%
AKT3	281	1	479	1	100	100%
TRKB	282	1	477	1	100	100%
CAMK1G	283	1	476	1	100	100%
CHEK1	284	1	476	1	100	100%
CAMK4	285	1	473	1	100	100%
MAPKAPK5	286	1	473	1	100	100%
ULK3	287	1	472	1	100	100%
PFTK1	288	1	469	1	100	100%
MKNK1	289	1	465	1	100	100%
MKNK2	290	1	465	1	100	100%
NDR1	291	2	465	1	100	100%
NDR2	291	2	464	0	87.28%	99%
CDK8	292	1	464	1	100	100%
JNK3	293	3	464	1	100	100%
JNK1	293	3	427	0	90.87%	92%
JNK2	293	3	424	0	84.43%	91%
IRAK4	294	1	460	1	100	100%
RET	295	4	458	1	100	100%
RET(M918T)	295	4	458	0	100.00%	100%
RET(V804L)	295	4	458	0	100.00%	100%
RET(V804M)	295	4	458	0	100.00%	100%
DAPK3	296	1	454	1	100	100%
BRK	297	1	451	1	100	100%
NEK4	298	1	451	1	100	100%
CSK	299	1	450	1	100	100%
MEK5	300	1	448	1	100	100%
PCTK1	301	1	448	1	100	100%
CSNK1G3	302	1	447	1	100	100%
NEK2	303	1	445	1	100	100%
MST3	304	1	443	1	100	100%
NIM1	305	1	436	1	100	100%
PCTK3	306	1	436	1	100	100%
PFTAIRE2	307	1	435	1	100	100%
LKB1	308	1	433	1	100	100%
YSK1	309	1	426	1	100	100%
SBK1	310	1	424	1	100	100%
CSNK1G1	311	1	422	1	100	100%
PIP5K2C	312	1	421	1	100	100%
GSK3B	313	1	420	1	100	100%
MKK7	314	1	419	1	100	100%
CSNK1E	315	2	416	1	100	100%
CSNK1D	315	2	415	0	83.61%	99%
MST4	316	1	416	1	100	100%
PIP5K2B	317	1	416	1	100	100%
CSNK1G2	318	1	415	1	100	100%
DRAK1	319	1	414	1	100	100%
YANK2	320	1	414	1	100	100%
PHKG2	321	1	406	1	100	100%
PIM1	322	1	404	1	100	100%
AURKA	323	1	403	1	100	100%
MAPKAPK2	324	1	400	1	100	100%
MEK2	325	2	400	1	100	100%
MEK1	325	2	393	0	81.17%	98%
MEK4	326	1	399	1	100	100%
YANK1	327	1	396	1	100	100%
CSNK2A1	328	2	391	1	100	100%
CSNK2A2	328	2	350	0	82.57%	89%
MYLK4	329	1	388	1	100	100%
PHKG1	330	1	387	1	100	100%
CAMK1D	331	1	385	1	100	100%
ERK1	332	2	379	1	100	100%
ERK2	332	2	360	0	86.67%	94%
MLK1	333	1	373	1	100	100%
CDK9	334	1	372	1	100	100%
DRAK2	335	1	372	1	100	100%
CAMK1	336	1	370	1	100	100%
DAPK2	337	1	370	1	100	100%
p38-gamma	338	1	367	1	100	100%
TSSK1B	339	1	367	1	100	100%
p38-delta	340	1	365	1	100	100%
p38-beta	341	1	364	1	100	100%
p38-alpha	342	1	360	1	100	100%
SgK110	343	1	359	1	100	100%
PRKX	344	1	358	1	100	100%
CDKL1	345	1	357	1	100	100%
PKAC-alpha	346	2	351	1	100	100%
PKAC-beta	346	2	351	0	92.88%	100%
MEK3	347	2	347	1	100	100%
MEK6	347	2	334	0	80.24%	96%
CDK7	348	1	346	1	100	100%
AURKB	349	1	344	1	100	100%
CSNK1A1	350	2	337	1	100	100%
CSNK1A1L	350	2	337	0	90.50%	100%
PIM3	351	1	326	1	100	100%
CDC2L5	352	1	324	1	100	100%
NEK6	353	1	313	1	100	100%
PIM2	354	1	311	1	100	100%
AURKC	355	1	309	1	100	100%
CDK3	356	1	305	1	100	100%
STK16	357	1	305	1	100	100%
CDK4-cyclinD1	358	2	303	1	100	100%
CDK4-cyclinD3	358	2	303	0	100.00%	100%
NEK7	359	1	302	1	100	100%
CDK2	360	1	298	1	100	100%
CDK5	361	1	292	1	100	100%
PFPK5(Pfalciparum)	362	1	288	1	100	100%
TESK1	363	1	244	1	100	100%
