Name	SMILES	ClusterNumber
44374784	CC1=CCC2C(C1)c1c(O)cc(CC#CCCCN)cc1OC2(C)C	64
46198989	CCN1CCCC1CNC(=O)C(=O)Nc1ccc(Cl)c(F)c1	65
122183796	Clc1ccc(Br)cc1C1CC(c2cccc(Br)c2)Nc2nnnn21	66
11955507	O=C(c1ccc(O)cc1O)N1Cc2ccccc2C1	67
91369525	CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CCC4N=O)[nH]2)cc1	68
6505803	C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O	69
11663308	CNc1cccc(NC(=O)CN2N=C(c3ccccc3)c3ccccc3N(CC(=O)C(C)(C)C)C2=O)c1	70
10107667	O=C(NCCC1CCCCC1)OCCCc1cnc[nH]1	71
19716	CC(=O)N(C)CC#CCN1CCCC1	72
71583660	c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCCCC4)c3)ccc2c1	73
45486268	CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CCSC)C(=O)O	74
71764786	O=C(O)c1cc2ccc(-n3c(-c4ccc(Cl)c(Cl)c4)n[nH]c3=S)cc2s1	75
10763110	CC(C)n1cc2c3c(cccc31)C1=C[C@@H](COC(=O)C3CCCC3)CN(C)[C@@H]1C2	76
141047	COc1ccc(CC(C)N)c(OC)c1	77
25157552	c1ccc2c(c1)CCC(Nc1nc3ccccc3[nH]1)C2	78
11538619	O=C(NC(Cn1ccnc1)c1ccccc1)c1ccc(-c2ccc(Cl)cc2)cc1	79
71771929	CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]1OS(=O)(=O)[O-]	80
49864794	O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1	81
42618104	CCCNC(=O)[C@@H]1CCCN1C(=O)CC(c1ccccc1)c1ccccc1	82
71584328	NS(=O)(=O)c1c(F)c(F)c(SCc2ccccc2)c(F)c1F	83
44408033	CO/N=C(/C)CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1	84
10291260	CC(C)N1CCC(Oc2ccc(CN3CCCN(C)CC3)cc2)CC1	85
44284806	O=C(O)CCC/C=C\C[C@H]1[C@@H]2CCC(O2)[C@H]1CNNC(=O)Nc1ccccc1	86
44274569	COc1ccc(CN(CCN(C)CCCCNC(=O)c2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)c2ccccn2)cc1	87
65691	CC(C)(C)NCC(O)COc1ccccc1-c1ccccc1	88
2265561	CCCc1ccc(S(N)(=O)=O)cc1	89
124081275	NC(=O)c1ccc(-n2cccc2Cc2ccccc2O)cc1N[C@H]1CC[C@H](O)CC1	90
10754676	CC1=C(C)/C(=C/C(C)=C\C=C\C(C)=C\C(=O)O)CCC1	91
25046022	Cc1cc(NS(=O)(=O)c2ccc(NC(=S)Nc3cccc(Cl)c3)cc2)no1	92
797980	CC(C)c1ccc(OCC(=O)N2CCOCC2)cc1	93
10388784	CCCCc1ncc(/C=C(/C(=O)O)c2ccc3ccccc3c2)n1Cc1ccccc1Cl	94
4893	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	95
142442378	CCC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NC(c1ccccc1)c1ccccc1)C1CCCC1	96
11674375	N[C@@H](Cn1ccc(=O)n(Cc2cccc(C(=O)O)c2)c1=O)C(=O)O	97
644349	C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21	98
44431559	N#Cc1c(-c2cc(C(F)(F)F)ccc2Cl)cc(-c2cc(Br)ccc2O)[nH]c1=O	99
138805709	COc1nc2ccc([C@@](O)(c3cncn3C)C3CCN(C(C)=O)CC3)cc2c(Cl)c1CC1CCOCC1	100
53320332	CN(Cc1ccccc1)c1nc(NCc2ccc(C3CCCCC3)cc2)nc2c1ncn2CC(=O)O	101
137659602	Cc1cc(COc2cc(C(=O)N3CC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1	102
68007547	CC(=O)N[C@@H]1CCC[C@H](Nc2nc(-c3c[nH]c4ncc(Cl)cc34)ncc2F)C1	103
118714184	COc1ccc(-c2cnc3[nH]cc(NC(=O)C4CCCCC4)c3c2)cc1OC	104
49838944	Cc1ccc(N2CCN(C(=O)C(NS(=O)(=O)c3ccc4c(c3)CCC(=O)N4)c3ccccc3)CC2)cc1	105
7504	NCc1ccccc1	106
1309516	O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc2c1O	107
71608571	Cc1cc(CC(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)on1	108
71277572	CN(c1ncccc1CNc1c(C(F)(F)F)cnc2[nH]c(-c3ccc(F)cc3)cc12)S(C)(=O)=O	109
91931409	CCCCCC(N=O)c1ccc(OCCCc2cnc[nH]2)cc1	110
53321862	NC(=O)CC1NC(=O)C2(CCCCC2)NC(=O)C(Cc2ccc(OP(=O)(O)O)cc2)NC(=O)CS(=O)CC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O	111
445639	CCCCCCCC/C=C\CCCCCCCC(=O)O	112
57336562	CCc1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)c1	113
3071629	COc1ccc2cccc(CCNC(=O)Cc3ccccc3)c2c1	114
619002	O/N=C1\c2ccccc2-c2nc3ccccc3nc21	115
71575231	O=[N+]([O-])c1c(NCc2cc(F)cc(Cl)c2)ccc2nonc12	116
10022123	O=C(c1ccc(F)cc1)C1CCN(CCC2Cc3sccc3C2=O)CC1	117
57602135	COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3ccccc3Cl)ccc2n1	118
72734380	Cc1c(O)cc2c(c1C)O[C@](C)(CCCC(C)C)CC2	119
71138878	Nc1ncccc1-c1nc2ccc(-c3cccc(NC(=O)C4CC4)c3)nc2n1-c1ccc(C2(N)CCC2)cc1	120
16113372	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCN2)cc1	121
71517032	O=C(NS(=O)(=O)c1ccc(Cl)c(Cl)c1)c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1	122
24771368	O=C(c1ccc(Oc2ccc(F)cc2)nc1)N1CCCN(C2CCC2)CC1	123
56656712	CC1CN(Cc2cccc(-c3cc(CNC(=O)c4cccc(CN5CCCN(C)CC5)c4)ccc3F)c2)CCN1	124
137661225	O=C1C[C@@H]2CS[C@]3(C(=O)Nc4cccc(Br)c43)[C@H](c3ccc(Br)cc3)[C@H]2CN1c1ccc(-c2ccccc2)cc1	125
5280445	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	126
117927011	COc1cc2ncc(-c3ccc(CC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c(F)c3)cc2cc1OCCN1CCC(F)(F)CC1	127
11438306	O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccccc1	128
10901503	Oc1cc(-c2ccc3c(c2)OCO3)nc2ccccc12	129
49783248	O=C(Nc1ccccc1)O[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1	130
52942664	COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(=O)C2(c2ccccc2)c2ccccc2)CC1	131
16419294	COc1ccc(Nc2nc(N)nc3nc[nH]c23)cc1OC	132
44157603	CC1=CC(=O)O[C@@H]1[C@@H](O)/C=C(\C)CC[C@@H]1[C@@]2(C)CCC[C@@]3(C)[C@@H](O)O[C@@H](C[C@@]1(C)O)[C@H]23	133
11487527	C[C@@H](OP(=O)(O)O)[C@H](NC(=O)CCCc1ccccc1)C(=O)N1CCC[C@H]1C(N)=O	134
44314741	COc1c(C(C)=O)c(OCc2ccccc2)c(OC)c2occc12	135
10246057	Cc1cc(OCC(=O)O)cc(C)c1Oc1ccc(O)c(C(C)C)c1	136
72696078	CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCCCC4)CC3)no2)cc1	137
454878	Cc1cc2c(C(C)C)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)cc2c1O	138
5249956	CN1CCc2ccccc2Cc2ccccc2CC1	139
10506915	COc1cc2nc(N(C)CCCCCCN(C)C(=O)c3cccc(CN4CCSC4)c3)nc(N)c2cc1OC	140
70685699	N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](Cc2cccs2)N[C@@H](CCCCN)C(=O)NC1=O	141
71461781	CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O	142
11236807	Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccccc2)cc1C	143
122181604	COc1ccc(CCN(C)CCOc2ccccc2)cc1	144
51035418	CC(C)(C)c1cc(NC(=O)Nc2nc(CCOCc3ccccc3)cs2)n(-c2ccc(CC(=O)O)cc2)n1	145
25104	CC(C)(C)NCC(O)c1ccc(O)c(O)c1	146
15098755	C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](O)[C@@H](OC(=O)NCCCCNC(=O)CCc1ccc(O)cc1)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C	147
146676892	CC(=O)N[C@H]1[C@H]2OC[C@](CO)(O2)[C@H](O)[C@@H]1O	148
136953054	O=C1NCCOc2ccc(F)cc2C(CO)Nc2ccn3ncc1c3n2	149
25271586	COc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CCC(=O)N2C	150
6844	O=C(O)c1ccc2ccccc2c1O	151
11212407	CCCN1CCN(c2nc3cnccc3s2)CC1	152
44284394	COc1cccc(OC)c1OCCNCC1CO[C@](C)(c2ccccc2)O1	153
11269940	c1ccc(C(CCc2ncc(CCNCCCc3cnc[nH]3)[nH]2)c2ccccc2)cc1	154
9904139	Cn1ccc2c3c(ccc21)N(C(=O)Nc1cccnc1)CC3	155
13499397	Cc1nc[nH]c1CSCCNC(=N)SCCCc1cnc[nH]1	156
118185721	CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(Cl)c1Cl	157
25177719	Cc1cc(C)c2cc1C(=O)NCCCOc1cccc(c1)Sc1cc-2nc(N)n1	158
44420971	NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCN(C(=O)OCc2ccccc2)CC1)C(=O)NCCCc1ccc2ccccc2c1	159
54758417	O=C(CCCCCNC(=O)COc1ccc(/C=C/c2ccc3n2[B-](F)(F)[N+]2=C(c4cccs4)C=CC2=C3)cc1)NCCNC[C@H](O)COc1cccc2ccccc12	160
44355776	CC(C)CN1C=CC=C2C(=O)NC(N)N=C21	161
56844252	CCNC(=O)NCCC(=O)Nc1ccc2nc(C)sc2c1	162
49843461	Nc1ncnc2c1nc(NCc1ccc3ccccc3n1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	163
76320879	CCn1c(=Cc2cccc[n+]2CCCCCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)sc(=C2Sc3ccccc3N2C)c1=O	164
72189812	C[C@@H](Nc1nc(-c2cccc(C(=O)O)c2)cnc1N)c1ccccc1	165
25034184	Cc1cn2cc(CNC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)Nc3ccc(C(=O)OC(C)C)cc3)[n+](Cc3ccc4ccccc4c3)c2s1	166
3035905	S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1	167
11487866	C[N+]1(CCO)C2CCC1CC(CC(C#N)(c1ccccc1)c1ccccc1)C2	168
44358761	O=P([O-])([O-])CCCCC(F)(F)P(=O)([O-])[O-]	169
137646599	CN(C)[C@H]1CN(Cc2c(F)cccc2Br)C[C@@H]1c1ccccc1	170
44450120	COc1ccc(NC(=O)CCCCCCCSc2nnc(Cc3nn(C)c(=O)c4ccccc34)n2C)cc1	171
71765801	COc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)cc1	172
1326384	CCOc1cc(/C=C2\SC(=S)N(Cc3ccccc3)C2=O)ccc1OCC(=O)O	173
118707030	CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	174
174174	CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2	175
155921692	OCC1O[C@@H](SC2O[C@H](CO)C(O)C(n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)C(O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O	176
78118505	NCCOc1c(-c2ccc(N3CCCC3)cc2)[nH]c(=O)c2cc(F)ccc12	177
74472065	O=C([O-])CC1Sc2nnc(COc3ccc(Cl)cc3)n2N=C1c1cccs1	178
46847260	Cc1cc(N)nc(CCc2cncc(CCc3cc(C)cc(N)n3)c2)c1	179
4744	CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1	180
10497359	COc1ccccc1N1CCN(CC2CC(=O)c3ccoc3C2)CC1	181
14201557	CN1CCCC[C@@H]1[C@H](O)COc1ccccc1	182
45040187	Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1	183
11228183	CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]	184
5284442	O=C(O)CCCC/C=C(\c1ccccc1)c1cccnc1	185
90656000	CC(C)CC(CC(=O)OCC1(CO)C/C(=C\c2ccc(C(=O)O)cc2)C(=O)O1)CC(C)C	186
56587963	O=C(O)c1ccc(Nc2nccc(Nc3ccccc3C(F)(F)F)n2)cc1	187
123631	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	188
14642289	Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1	189
66716724	CC1Oc2ccc(CN3CCC(c4ccccc4)CC3)cc2NC1=O	190
44450303	C[C@@H]1C[C@H]2C[C@@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21	191
15226994	CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1ccc2ccccc2c1	192
44355670	CN1C2CCC1C(c1ccc(F)cc1)C2	193
53259809	CCOC(=O)CNC(=O)NCc1ccc(N)cc1	194
118736797	O=C(NC1CCN(CC(F)(F)F)CC1)c1ccc(N2CCNCC2)nc1	195
118708933	O=C1CC(c2c(Cl)ccc(Br)c2Cl)CC(O)=C1Sc1ccccc1Cl	196
118022692	CC(C)(C)c1c(Cl)nc2ccc(C(O)(c3cccnc3)c3cccc(Cl)c3)cc2c1Cl	197
3715	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	198
71468875	C=C/C(C)=C/[C@@]1(C)SC(=O)C(CCc2ccc(C)cc2)C1=O	199
5291	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	200
4369102	CCN[C@H]1CN(CCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	201
127040636	C[C@@](O)(c1cccc(-c2cccc3cc([C@H](NS(=O)(=O)C4CC4)c4ccccc4Cl)sc23)c1)C(F)(F)F	202
5870	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	203
128069	CCS(=O)(=O)CCC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21	204
13499360	NCCCCc1cnc[nH]1	205
44300037	N=C(N)NCCC[C@H](N)C(=O)NCc1ccc(NC(=O)[C@H](Cc2ccc3ccccc3c2)N=C(NC2CCCCC2)NC2CCCCC2)cc1	206
56598831	O=C(NCCNCC(O)COc1ccc(OCCOCC2CC2)cc1)Nc1ccc(O)cc1	207
118796334	CCc1cc(-n2c(=O)[nH]c3ccccc32)c(O)cc1O	208
42618132	CNC(=O)[C@@H]1CCCN1C(=O)[C@H](NS(=O)(=O)Cc1ccccc1)C1CCCCC1	209
94860	O=C1C(=O)c2cc([N+](=O)[O-])ccc2-c2ccccc21	210
38072	O=C(O)Cn1c2ccccc2c(=O)c2ccccc21	211
91509617	Oc1c(Br)cc(CC=Nc2cc(O)c3cccnc3c2O)cc1Br	212
71818395	O=C(c1ccccc1)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O	213
10402802	Clc1ccc(-c2c[nH]c(SCCc3cnc[nH]3)n2)cc1	214
60155997	Nc1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1	215
129030298	CN(C)C(=O)c1cc(C2CCCN2c2cc(F)cc(F)c2)c2nc(N3CCOCC3)cnc2c1	216
16049361	CCN(CC)CCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1	217
24853952	CC1(C)O[C@H]2[C@@H]3OC4(CCCC4)O[C@@H]3CO[C@@]2(CNS(N)(=O)=O)O1	218
131633021	O=C(O)c1cccc(/C=C/c2ccc(O)cc2)c1	219
44363426	CN(C)C[C@@H](c1ccccc1)[C@@H](O)c1ccccc1	220
52936735	Nc1ncc(-c2cncc(NS(=O)(=O)c3ccccc3)c2)cn1	221
44479560	O=C(C[C@H]1C/C=C/CCCC(=O)OCCNC1=O)NCc1ccc(Cl)cc1	222
44339858	CCCC[C@H](NC(=O)[C@H]1CC[C@H]2c3[nH]c4ccccc4c3CCN2C1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1C[C@@H](N)C[C@H]1C(N)=O	223
44301270	C#C[C@H](CC(=O)O)NC(=O)CN1CCC[C@@H](CCC2CCNCC2)C1=O	224
6539090	COc1cccc(OC)c1CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2	225
96462	CCCCCCCCOC(=O)c1cccnc1	226
6539286	Cc1nc(C)c(-c2ccnc(Nc3ccc(F)cc3)n2)s1	227
155538499	COc1ccc(N[C@@H]2[C@@H](O)[C@@H](CO)O[C@H](Sc3ccc(Cl)c(Cl)c3)[C@@H]2O)cc1	228
71748684	O=C(Nc1cc(Nc2ccc3c(c2)OCc2ccc(OCCN4CCOCC4)cc2C3=O)ccc1F)c1ccccc1	229
259836	CCSC1=C(C)C(=O)c2ccccc2C1=O	230
46905118	CN1CCN(Cc2cn(CC(=O)N3CCN(C)CC3)c3cc(NC(=S)NCCc4c[nH]c5ccccc45)ccc23)CC1	231
6917715	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC	232
134176	CNC=Nc1ccc(-c2c[nH]cn2)cc1	233
44320708	FC(F)(F)c1cccc(-c2ncc(CCNC3CC3)[nH]2)c1	234
71452520	Cc1cc(CN2CCN(c3c(Cl)cnc4nc(-c5cn(C)nc5C)[nH]c34)CC2)no1	235
58054516	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(OC)cccc32)cc1OC	236
137642609	O=C(CCCCCCC(=O)Nc1ccc(CCCn2cc(-c3ncnc4[nH]ccc34)cn2)cc1)NO	237
